seqnames	start	end	width	strand	nCpG	nCpG_sig	methDiff	avg_pfrac	avg_mfrac	score	fdr	DMRStartCourt	DMREndCourt	GeneSymbolCourt	DMRStartJoshi	DMREndJoshi	GeneSymbolJoshi	closestEnsemblGene	ASEGenes	KnownImprintedGenes	pval_imp	pval_imp_cond	beta_snp	beta_po	p_snp	p_po	AF	Marker	Blastocyst	Oocyte	Sperm	delta	pval	npns	status
chr14	101274007	101278074	4068	*	88	60	0.385841109826224	0.917520377411276	0.531679267585052	73.9994574713865	0	100809090	100811721	IG-DMR	NA	NA	NA	MEG3	DLK1,MEG3,MEG9	DIO3,DLK1,MEG3,MEG8,MEG9,MIR134,MIR337,RTL1	1.43214001170434e-188	1.80014863020893e-184	-0.00316501753369971	0.392272178778335	0.537628467557391	1.80014863020996e-184	0.799992385786802	chr14_100820993_I_0	0.371369294605809	0.0579310344827586	0.95112285336856	0.397213146329989	9.99900009999e-5	64	known
chr14	101290041	101291718	1678	*	80	72	0.660446040645593	0.887276702156968	0.22683066151137601	64.0510337193943	0	100824187	100827641	MEG3	100824218	100828094	MEG3	MEG3	DLK1,MEG3,MEG9	DIO3,DLK1,MEG3,MEG8,MEG9,MIR134,MIR337,RTL1	2.12081257775796e-47	1.18441659360927e-46	-3.86805186421844e-4	0.447034139619505	0.978979537173291	1.18441659360932e-46	0.0757575757575758	chr14_100819096_I_1	0.00977917981072555	0.0520673813169985	0.00943025540275049	0.435977291361141	9.99900009999e-5	47	known
chr14	101292349	101294567	2219	*	128	75	0.598621304187497	0.872528674509962	0.273907370322465	51.4820911812013	7.7063266928922e-5	100824187	100827641	MEG3	100824218	100828094	MEG3	AL117190.1,MEG3	DLK1,MEG3,MEG9	DIO3,DLK1,MEG3,MEG8,MEG9,MIR134,MIR337,RTL1	1.49492482646547e-52	5.0567447961979e-50	0.00576717293209649	0.691967323863068	0.52962359287828	5.05674479619768e-50	0.799992385786802	chr14_100820993_I_0	0.00883218842001963	0.0189098998887653	0.00652852682372978	0.606674010769018	9.99900009999e-5	35	known
chr14	101302336	101302609	274	*	13	9	-0.20609109509071	0.690035837435325	0.896126932526035	31.3043269300045	9.11991324605541e-4	NA	NA	NA	NA	NA	NA	MEG3,MEG8,RP11-123M6.2	DLK1,MEG3,MEG9	DIO3,DLK1,MEG3,MEG8,MEG9,MIR134,MIR337,RTL1	8.84393334479143e-70	1.88919116919941e-68	-8.14992848868831e-4	-0.175560203492744	0.910314789061233	1.88919116919919e-68	0.21105527638191	chr14_100812485_S	0.0536332179930796	0.226086956521739	0.95	-0.182344100772723	9.99900009999e-5	59	close to known
chr14	101366738	101367604	867	*	25	19	-0.244764648092028	0.101070512638817	0.345835160730845	40.6984015564766	1.88086617589807e-4	NA	NA	NA	NA	NA	NA	MEG8,SNHG23	DLK1,MEG3,MEG9	DIO3,DLK1,MEG3,MEG8,MEG9,MIR134,MIR337,RTL1	1.34606987808413e-103	4.35172780005514e-101	0.0126005166750287	-0.376998001143421	0.25906393030044	4.35172780005576e-101	0.186868686868687	chr14_100876324_I	0.082228116710875307	0.0536912751677852	0.947164948453608	-0.3781015873286	9.99900009999e-5	49	close to known
chr14	101370856	101371418	563	*	36	33	-0.792828983789367	0.0585168723092364	0.851345856098603	71.2782727727342	0	100904404	100905082	MEG8	NA	NA	NA	MEG8,SNHG23	DLK1,MEG3,MEG9	DIO3,DLK1,MEG3,MEG8,MEG9,MIR134,MIR337,RTL1	5.85026539256374e-145	6.05042962589457e-142	-0.0139593369917846	-0.83598775750708	0.452092064704835	6.05042962589457e-142	0.0909060913705584	chr14_100946970_I_2	0.0101419878296146	0.0265486725663717	0	-0.854754368571546	9.99900009999e-5	41	known
chr14	101534323	101535619	1297	*	33	28	-0.240588387375022	0.472222369056774	0.712810756431796	22.8485472480089	0.00575877859277246	NA	NA	NA	NA	NA	NA	MEG9	DLK1,MEG3,MEG9	DIO3,DLK1,MEG3,MEG8,MEG9,MIR134,MIR337,RTL1	6.97411111518448e-8	7.68649441742565e-7	-0.00586192916805755	-0.149635860630045	0.761841942951079	7.6864944174258e-7	0.158047120418848	chr14_101100970_I_2	0.0932539682539683	0.0205128205128205	0.912296564195298	-0.152052753505753	9.99900009999e-5	45	close to known
chr14	101538570	101539974	1405	*	46	19	-0.116176881706165	0.68290169739948	0.799078579105646	24.7050561733451	0.00376946340402352	NA	NA	NA	NA	NA	NA	MEG9	DLK1,MEG3,MEG9	DIO3,DLK1,MEG3,MEG8,MEG9,MIR134,MIR337,RTL1	7.5931213751879e-13	5.36867395776851e-12	0.022317835953275	-0.111410620493659	0.0660887736002738	5.36867395776879e-12	0.18279792746114	chr14_101068761_I_1	0.0486827033218786	0.0594900849858357	0.927198602213163	-0.131435004000549	9.99900009999e-5	59	close to known
chr14	101617751	101618334	584	*	28	20	0.178955183960187	0.824376301555876	0.645421117595689	18.5031577727798	0.0125691308486758	NA	NA	NA	NA	NA	NA	RP11-8L8.2	DLK1,MEG3,MEG9	DIO3,DLK1,MEG3,MEG8,MEG9,MIR134,MIR337,RTL1	3.27514457017658e-7	1.22812725681123e-6	-0.0333828465481255	0.157802941791685	0.204187432860155	1.22812725681114e-6	0.0834722222222222	chr14_101184577_S	0.0107874865156419	0.144654088050314	0.00863131935881628	0.23500899529959	9.99900009999e-5	68	close to known
chr14	102101436	102101768	333	*	22	18	0.109531432381809	0.925680705702033	0.816149273320224	21.5789367445943	0.00723730491461094	NA	NA	NA	NA	NA	NA	RP11-1029J19.5	DLK1,MEG3,MEG9	DIO3,DLK1,MEG3,MEG8,MEG9,MIR134,MIR337,RTL1	9.52731118602683e-27	1.14844312632054e-24	0.0273849180140006	0.102828743191718	6.21424155974663e-5	1.1484431263206e-24	0.5200175	chr14_101636659_S	0.43969465648855	0.960122699386503	0.0342465753424658	0.110713085564713	9.99900009999e-5	53	close to known
chr15	23609556	23609668	113	*	5	5	-0.322419741488036	0.329591779196134	0.65201152068417	25.9044547413128	0.0029321373886122	NA	NA	NA	NA	NA	NA	GOLGA8S	MKRN3,NDN	MAGEL2,MKRN3,NDN	6.16999388118029e-61	2.82572506896296e-58	-0.00425776852746817	-0.2898736722671	0.73095536497164	2.82572506896272e-58	0.234327411167513	chr15_23364561_S	0.0232558139534884	0	1	-0.364505392091599	9.99900009999e-5	50	chr15
chr15	23779678	23780462	785	*	11	7	0.119886646791509	0.87739131962646	0.757504672834951	17.8537280207003	0.014778221945959	NA	NA	NA	NA	NA	NA	MIR4508	MKRN3,NDN	MAGEL2,MKRN3,NDN,PWRN1	2.19272151445559e-39	3.10839081442535e-37	0.00260715435615887	0.133450720207323	0.666779456949791	3.10839081442575e-37	0.418461139896373	chr15_23489535_I_0	0.174454828660436	0.326530612244898	0.908011869436202	0.12392767233083	9.99900009999e-5	40	chr15
chr15	23851785	23854603	2819	*	13	9	0.163839203194927	0.801422906731595	0.637583703536668	13.6947681150184	0.0367535932427412	NA	NA	NA	NA	NA	NA	MKRN3	MKRN3,NDN	MAGEL2,MKRN3,NDN,PWRN1	3.01813801776507e-30	5.4316137032409e-27	-0.00338183940942128	0.155321472859987	0.730866964496986	5.43161370324062e-27	0.156922279792746	chr15_23656180_I_3	0.122661122661123	0.104761904761905	0.935672514619883	0.145361903293767	9.99900009999e-5	27	chr15
chr15	23874186	23874360	175	*	9	9	-0.422057307254551	0.260558664746386	0.682615972000937	15.1621211196788	0.0271662795679967	NA	NA	NA	NA	NA	NA	MKRN3	MKRN3,NDN	MAGEL2,MKRN3,NDN,PWRN1	3.60775925441369e-23	1.10008749060922e-20	0.00597806827653487	-0.384246622098576	0.76332815181907	1.10008749060921e-20	0.198854922279793	chr15_23656193_I_2	0.025	0.173913043478261	0.259587020648968	-0.384465567048737	9.99900009999e-5	27	chr15
chr15	23879224	23879436	213	*	8	7	-0.261684592580862	0.614404499647379	0.876089092228241	21.5254623033236	0.0073307831182019	NA	NA	NA	NA	NA	NA	MKRN3	MKRN3,NDN	MAGEL2,MKRN3,NDN,PWRN1	5.13202392340717e-30	1.17299609858574e-28	0.00472688093013164	-0.176112260929242	0.557346783409026	1.17299609858574e-28	0.457060606060606	chr15_23588630_S	0	0.193548387096774	0.0121951219512195	-0.22200697167756	9.99900009999e-5	42	chr15
chr15	23888025	23888250	226	*	6	6	-0.3769459069232	0.190732308081031	0.567678215004231	23.4698796949521	0.00502254282423135	NA	NA	NA	NA	NA	NA	MAGEL2	MKRN3,NDN	MAGEL2,MKRN3,NDN,PWRN1	4.05641822354101e-27	4.39943707214999e-25	-0.0241587203960601	-0.227757362636049	0.0707190072227779	4.39943707214986e-25	0.129441624365482	chr15_23599692_S	0.0134228187919463	0.210526315789474	0.135135135135135	-0.172511751517703	9.99900009999e-5	47	chr15
chr15	23892923	23894028	1106	*	20	19	-0.649544888396625	0.154908640970805	0.80445352936743	64.2812222916109	0	23647278	23648882	MAGEL2	23647426	23649052	MAGEL2	MAGEL2	MKRN3,NDN	MAGEL2,MKRN3,NDN,PWRN1	1.5382806335298e-272	1.6071267558127e-264	0.00141031491792437	-0.791717275572311	0.810726614209281	1.60712675581252e-264	0.546569587628866	chr15_23667226_I_0	0.0229681978798587	0.0691823899371069	0.0247933884297521	-0.787714039734538	9.99900009999e-5	52	known
chr15	23906402	23907964	1563	*	13	10	0.157997079911426	0.786714588779306	0.62871750886788	16.8687802466824	0.0187266198043865	NA	NA	NA	NA	NA	NA	MAGEL2	MKRN3,NDN	MAGEL2,MKRN3,NDN,PWRN1	2.51605417947269e-31	1.22275531569059e-28	-0.00499196566104322	0.146743874834625	0.458731915957418	1.22275531569052e-28	0.273036082474227	chr15_23667226_I_4	0.123762376237624	0.0365853658536585	0.72289156626506	0.113534797300432	9.99900009999e-5	39	chr15
chr15	23919262	23920507	1246	*	12	7	0.133507429544013	0.802247525788364	0.668740096244351	15.3375130380925	0.0261781882088872	NA	NA	NA	NA	NA	NA	NDN	MKRN3,NDN	MAGEL2,MKRN3,NDN,PWRN1	1.57262063265983e-20	1.66609017415588e-17	-0.0151449839460149	0.179284786233957	0.166022318897297	1.66609017415577e-17	0.803056994818653	chr15_23667228_I_0	0.134285714285714	0.0942028985507246	0.902743142144638	0.124229310829335	9.99900009999e-5	40	chr15
chr15	23931451	23933278	1828	*	104	63	-0.448818571483945	0.212690519265513	0.661509090749458	51.99253986266	7.7063266928922e-5	23686304	23687612	NDN	23686303	23687474	NDN	NDN	MKRN3,NDN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1	2.11784281037214e-47	1.59657066303322e-45	-8.57615070392423e-4	-0.485108378820189	0.901546450262747	1.59657066303308e-45	0.292650259067358	chr15_23681340_I_1	0.0105395232120452	0.124137931034483	0.00416088765603329	-0.453642901224094	9.99900009999e-5	48	known
chr15	24014323	24015092	770	*	9	6	0.16309356639689301	0.774645102170314	0.611551535773421	13.2931953479856	0.0403414378013104	NA	NA	NA	NA	NA	NA	RNU6-741P	MKRN3,NDN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1	3.6299460852654e-25	2.59985777328793e-24	2.43905520040979e-4	0.126305300540024	0.974375115616438	2.59985777328782e-24	0.233023560209424	chr15_23772378_I_1	0.202127659574468	0.382352941176471	0.950310559006211	0.119248027269572	9.99900009999e-5	55	chr15
chr15	24027992	24028915	924	*	9	6	0.141749038967493	0.813212626954468	0.671463587986975	16.6833382996656	0.0196188703707884	NA	NA	NA	NA	NA	NA	RNU6-741P	MKRN3,NDN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1	4.50964828714655e-44	8.31664154755016e-42	-6.4261636583894e-4	0.163148492090418	0.929769039655206	8.31664154754957e-42	0.649590206185567	chr15_23818901_S_0	0.166666666666667	0.123076923076923	0.956834532374101	0.18247170709988	9.99900009999e-5	58	chr15
chr15	24042827	24043437	611	*	20	18	-0.201749938740213	0.583891594808766	0.785641533548978	31.0641472401155	9.96507762014996e-4	NA	NA	NA	NA	NA	NA	RNU6-741P	MKRN3,NDN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1	8.30716549918963e-44	4.49042570622786e-39	-0.00559033012802952	-0.187560910105024	0.530121388421954	4.49042570622734e-39	0.233023560209424	chr15_23772378_I_1	0.0116429495472186	0.0350877192982456	0.121034077555817	-0.196955377359906	9.99900009999e-5	61	chr15
chr15	24074458	24074853	396	*	6	5	0.191654242092778	0.83695942776864	0.645305185675862	15.5780390250203	0.0249327825920394	NA	NA	NA	NA	NA	NA	RNU6-741P	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN	1.64231608048316e-40	2.21397191525692e-38	-0.0124918271046482	0.192671851896474	0.472469038077192	2.21397191525723e-38	0.0553403141361257	chr15_23838251_I_0	0.036231884057971	0.162162162162162	0.933774834437086	0.140976295902521	9.99900009999e-5	40	chr15
chr15	24099791	24100653	863	*	9	9	-0.359874018377435	0.113531061342357	0.473405079719792	14.9741839838239	0.0282169427799759	NA	NA	NA	NA	NA	NA	RP11-484P15.1	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN	8.31803943439644e-17	3.2006974803332e-15	-0.00115858079090064	-0.246874727937908	0.947929344760272	3.20069748033331e-15	0.0553403141361257	chr15_23838251_I_0	0.0594405594405594	0.0340909090909091	0.899628252788104	-0.230790089143477	6.999300069993e-4	30	chr15
chr15	24102163	24103027	865	*	14	14	-0.378471172556143	0.167950134686906	0.546421307243048	28.4689873036998	0.00164702237511402	NA	NA	NA	NA	NA	NA	RP11-484P15.1	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN	7.17345467137201e-49	4.8188551784331e-40	-0.00696296394186096	-0.334746082738577	0.524105135824654	4.81885517843296e-40	0.427763888888889	chr15_23881014_I_0	0.0236486486486486	0.0303030303030303	0.806788511749347	-0.383281505728314	9.99900009999e-5	38	chr15
chr15	24103830	24107034	3205	*	64	38	-0.169561443606529	0.593048759990901	0.762610203597431	35.6809277155124	4.54215595768907e-4	NA	NA	NA	NA	NA	NA	RP11-484P15.1	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN	3.89143176705237e-5	3.01931918272135e-4	0.00773696158705282	-0.0375475546125874	0.299279970868934	3.01931918272134e-4	0.119289340101523	chr15_23838349_I_1	0.0316078790655062	0.101694915254237	0.267386609071274	-0.0680214965160372	0.0012998700129987	63	chr15
chr15	24114387	24115068	682	*	31	29	-0.477278387055463	0.0940768639506205	0.571355251006083	72.9875057765959	0	NA	NA	NA	NA	NA	NA	RP11-484P15.1	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN	1.17185939813647e-246	5.85878743293018e-233	-0.00620969470834417	-0.49973106185877	0.206533100352843	5.85878743293218e-233	0.427763888888889	chr15_23881014_I_0	0.00552486187845304	0.0221238938053097	0.00257731958762887	-0.513383854181556	9.99900009999e-5	49	chr15
chr15	24122601	24123801	1201	*	40	26	-0.276724172837682	0.175073638664637	0.451797811502319	28.6877951828546	0.00156567936885127	NA	NA	NA	NA	NA	NA	RP11-484P15.1	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN	6.26045692209589e-40	3.57491736571213e-36	0.0053236491382805	-0.345330827637865	0.502482958496668	3.57491736571202e-36	0.427763888888889	chr15_23881014_I_0	0.0069284064665127	0.043046357615894	0.0153256704980843	-0.348894449184409	9.99900009999e-5	39	chr15
chr15	24128222	24128579	358	*	11	8	0.153246661107689	0.862539370535262	0.709292709427574	13.0617149788443	0.0425968980999184	NA	NA	NA	NA	NA	NA	RP11-484P15.1	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN	2.56888489593469e-26	7.0725906744924e-24	-0.00538949347912323	0.156522764255062	0.75945880828574	7.07259067449168e-24	0.0553403141361257	chr15_23838251_I_0	0.00389105058365759	0.166666666666667	0.323651452282158	0.149990611084286	9.99900009999e-5	47	chr15
chr15	24141427	24143741	2315	*	58	34	-0.199383952654155	0.5206958322735	0.720079784927655	34.5585335944635	5.394428685041e-4	NA	NA	NA	23897772	23897854	PWRN4	RP11-484P15.1	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN	5.8348203342657e-34	2.04421969329933e-31	-0.0194536597657182	-0.298009594988391	0.0283099269114658	2.04421969329927e-31	0.427763888888889	chr15_23881014_I_0	0.0194460813199764	0.102941176470588	0.0822387207310109	-0.285851370851371	9.99900009999e-5	64	known
chr15	24154119	24154835	717	*	16	9	0.107040072388591	0.866131396799726	0.759091324411135	15.5447606717764	0.0251001242554892	NA	NA	NA	NA	NA	NA	RP11-484P15.1	MKRN3,NDN,SNRPN	MAGEL2,MKRN3,NDN,NPAP1,PWRN1,SNRPN	2.09297207087259e-24	9.27236388928704e-23	-0.00436627867327164	0.0793192534889374	0.504848232305242	9.27236388928637e-23	0.185567010309278	chr15_23944604_I_0	0.10093896713615	0.191489361702128	0.936170212765957	0.0811820988850748	9.99900009999e-5	54	chr15
